AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,EulerX,EulerY,EulerZ,q0,q1,q2,q3
0.141886,0.099369,-0.94611,-25.611248,0.28874996,-7.4374995,0.15232,-0.01456,1.0316601,-174.85893,1.7084309,-58.282833,0.03191535,0.8727702,-0.48583886,0.034845807
0.157258,0.110593,-0.994666,-4.6024995,0.9625,-0.46374997,0.14994,-0.012320001,1.03082,-174.7198,2.4301832,-57.318146,0.030250356,0.8768289,-0.47812286,0.040674273
0.157258,0.110593,-0.994666,-4.6024995,0.9625,-0.46374997,0.1463,-0.00812,1.03642,-174.66994,2.6660879,-56.296127,0.030023577,0.8810497,-0.4701602,0.04241929
0.144997,0.07808,-0.99978995,-4.6462502,3.2024999,-1.6887499,0.14756,-0.01064,1.03866,-175.7486,3.6190627,-55.304905,0.018193817,0.88527167,-0.462519,0.045157064
0.16134499,0.090767995,-0.99576396,-3.4387498,1.7674999,0.02625,0.14448,-0.01176,1.03264,-174.79408,3.4553,-54.403732,0.026605861,0.88870585,-0.45522994,0.047537323
0.16134499,0.090767995,-0.99576396,-3.4387498,1.7674999,0.02625,0.14294,-0.00854,1.0309601,-174.87192,3.8299263,-53.433056,0.024929613,0.8925212,-0.44754055,0.049919873
0.15152399,0.096685,-0.998814,-3.4124997,2.7037497,0.51625,0.14532,-0.014280001,1.03432,-174.98062,3.4541097,-52.419952,0.025970008,0.8964966,-0.439854,0.04634435
0.15152399,0.096685,-0.998814,-3.4124997,2.7037497,0.51625,0.14756,-0.00672,1.03768,-175.06755,3.5906503,-51.455544,0.02515835,0.9001757,-0.4322664,0.046867453
0.15933199,0.083692,-0.997655,-3.08875,2.0475,0.97124994,0.14294,-0.00854,1.0358601,-175.05804,4.227986,-50.606663,0.0231988,0.9032821,-0.42528462,0.05173218
0.15933199,0.083692,-0.997655,-3.08875,2.0475,0.97124994,0.14616,-0.011200001,1.03936,-175.05717,4.388628,-49.68292,0.023031857,0.9066584,-0.41791204,0.052815765
0.15981999,0.093635,-0.995642,-4.0074997,0.72625,1.3999999,0.1477,-0.00868,1.03852,-174.82317,4.200759,-48.723137,0.026009595,0.9101024,-0.410288,0.05196902
0.157502,0.098942,-0.98874897,-4.6199994,1.5837499,1.4437499,0.14462,-0.01092,1.03432,-174.60425,4.0617843,-47.78299,0.028672367,0.91340256,-0.40277767,0.05141727
0.157502,0.098942,-0.98874897,-4.6199994,1.5837499,1.4437499,0.14014,-0.009240001,1.04062,-174.559,4.1814647,-46.888695,0.029018125,0.91649187,-0.3955567,0.05230389
0.154269,0.119132996,-0.99680096,-1.6625,2.8874998,1.5574999,0.14014,-0.00686,1.0409,-174.20926,3.7321112,-45.91397,0.033802193,0.9197764,-0.387821,0.049637053
0.154269,0.119132996,-0.99680096,-1.6625,2.8874998,1.5574999,0.1253,-0.0077,1.0514001,-173.99962,3.7547884,-45.089428,0.035770047,0.922477,-0.38108963,0.050272096
0.151097,0.025681,-0.94934297,15.347499,10.701249,4.13,0.10948,-0.01694,1.05742,-176.32463,6.9282885,-44.69139,0.006644808,0.92347866,-0.37751186,0.06802754
0.18190199,0.050568998,-0.981734,41.308746,20.343748,13.404999,0.09968,-0.021,1.06218,-175.07663,7.986456,-44.522438,0.013296537,0.9235007,-0.37479335,0.08062036
0.18190199,0.050568998,-0.981734,41.308746,20.343748,13.404999,0.07672,-0.03626,1.0596601,-174.67021,8.276454,-44.26104,0.0158011,0.9241778,-0.3722213,0.084243834
0.274439,-0.19562699,-0.904264,53.374996,25.821249,18.567497,0.0441,-0.04228,1.07114,-178.66786,19.008429,-44.837894,-0.052369975,0.9124013,-0.37434128,0.15700261
0.274439,-0.19562699,-0.904264,53.374996,25.821249,18.567497,0.02002,-0.056840003,1.06582,-177.917,21.703472,-45.29805,-0.05601257,0.9075458,-0.37497833,0.1805948
0.164151,-0.232227,-0.854549,91.0525,34.676247,37.353745,-0.033320002,-0.07028,1.07128,178.0121,22.40995,-46.184685,-0.09185609,0.9008817,-0.38778085,0.1720486
0.34983498,-0.515267,-0.831491,119.979996,32.453747,60.077496,-0.086380005,-0.0805,1.07338,176.27032,38.006313,-48.26503,-0.16113792,0.8580768,-0.3960319,0.2844249
0.34983498,-0.515267,-0.831491,119.979996,32.453747,60.077496,-0.12320001,-0.090720005,1.07198,178.26929,41.3238,-51.963497,-0.16726479,0.8386827,-0.41465032,0.31096444
0.280722,-0.592798,-0.814411,131.85373,29.14625,58.922497,-0.154,-0.09142,1.05812,176.4505,43.808952,-55.464645,-0.19895089,0.8154606,-0.4417665,0.31667766
0.280722,-0.592798,-0.814411,131.85373,29.14625,58.922497,-0.1876,-0.10458,1.05098,178.97342,45.394863,-60.36669,-0.20113704,0.7957063,-0.46680146,0.329381
0.25449198,-0.65459096,-0.654103,81.94374,33.41625,25.646248,-0.21882,-0.118300006,1.0389401,-177.56477,49.837814,-66.53852,-0.21496867,0.76300514,-0.48990682,0.36277127
0.25449198,-0.65459096,-0.654103,81.94374,33.41625,25.646248,-0.25676,-0.12810001,1.01836,-173.14345,51.11208,-72.91976,-0.21251191,0.73961765,-0.5144125,0.37839684
0.293288,-0.761158,-0.558028,109.27874,46.226246,36.365,-0.30478,-0.13398,0.99582005,-164.23656,58.029385,-84.02852,-0.23247737,0.68811065,-0.5303671,0.43722844
0.279197,-0.886269,-0.465796,120.72374,43.662495,38.394997,-0.33502,-0.14476,0.966,-152.96582,64.3982,-99.7471,-0.2686847,0.62548393,-0.5488347,0.485138
0.279197,-0.886269,-0.465796,120.72374,43.662495,38.394997,-0.36456,-0.14840001,0.94794005,-144.425,64.35282,-110.17849,-0.26784208,0.59465075,-0.56781316,0.5022343
0.23484999,-0.99027395,-0.38735,107.99249,31.736246,36.96875,-0.39088002,-0.14714001,0.92302,-134.19052,65.55374,-124.13322,-0.28729257,0.5489594,-0.5855563,0.5227144
0.23484999,-0.99027395,-0.38735,107.99249,31.736246,36.96875,-0.40432,-0.14112,0.89754003,-128.15721,64.28357,-131.66003,-0.28499374,0.52398854,-0.5995648,0.5336073
0.203679,-1.0359629,-0.366549,72.493744,12.9675,35.673748,-0.40726,-0.13468,0.90118,-126.40868,63.235874,-135.79323,-0.28911555,0.50498676,-0.61532897,0.53176206
0.21026699,-0.996435,-0.30609798,18.488749,1.5225,16.607498,-0.40684,-0.13342,0.90636003,-125.12491,61.866886,-136.83835,-0.27886292,0.5002652,-0.62079173,0.53533906
0.21026699,-0.996435,-0.30609798,18.488749,1.5225,16.607498,-0.40362,-0.13216001,0.91042,-124.55128,61.18667,-137.54048,-0.27492884,0.49661955,-0.6245307,0.53641826
0.254675,-1.027179,-0.404247,-14.437499,-0.88374996,1.4699999,-0.39872,-0.1302,0.92484003,-130.33307,58.40391,-131.00124,-0.2508856,0.5149645,-0.6358949,0.5172095
0.254675,-1.027179,-0.404247,-14.437499,-0.88374996,1.4699999,-0.37772,-0.13454,0.9401,-132.65991,57.708694,-128.46524,-0.24517944,0.52319473,-0.6381807,0.5088023
0.269986,-0.948428,-0.47854498,-60.278744,-7.2799993,-23.73875,-0.32648,-0.14126,0.97944003,-140.94608,54.456654,-119.240906,-0.22170496,0.5557561,-0.6456374,0.47448328
0.313662,-0.83454096,-0.520391,-132.29123,-11.62,-51.974995,-0.28112,-0.15316,1.0029601,-148.04428,48.628017,-108.83027,-0.17593947,0.60198015,-0.6465383,0.43434253
0.313662,-0.83454096,-0.520391,-132.29123,-11.62,-51.974995,-0.23380001,-0.15890001,1.02746,-151.66757,49.039825,-104.215195,-0.18079525,0.62195265,-0.6337811,0.42285877
0.356484,-0.642208,-0.69235,-168.14874,-28.699999,-69.3175,-0.16478,-0.15484,1.05714,-158.93085,38.721386,-93.45501,-0.11907106,0.67993593,-0.63380307,0.34900257
0.356484,-0.642208,-0.69235,-168.14874,-28.699999,-69.3175,-0.117740005,-0.15652001,1.0693201,-162.55136,36.703053,-88.10977,-0.11292956,0.7074387,-0.61802655,0.3237602
0.379664,-0.456219,-0.819291,-164.17624,-17.123749,-76.83374,-0.06734,-0.1568,1.0690401,-164.25163,27.494152,-81.48051,-0.052799743,0.7502794,-0.60329187,0.26520172
0.379664,-0.456219,-0.819291,-164.17624,-17.123749,-76.83374,-0.0252,-0.15232,1.07842,-166.47815,26.490461,-77.41612,-0.052860644,0.77116984,-0.58343536,0.24921055
0.30676898,-0.243085,-0.839543,-156.06499,-27.335,-69.41375,0.01624,-0.13524,1.06792,-168.8085,17.66564,-72.17629,-0.01215189,0.8035421,-0.5671703,0.18025027
0.317383,-0.160247,-0.862174,-109.60249,-29.609999,-49.909996,0.04298,-0.12054,1.0728201,-169.12094,13.848236,-68.69417,0.009984105,0.8223701,-0.5481321,0.15217976
0.317383,-0.160247,-0.862174,-109.60249,-29.609999,-49.909996,0.066080004,-0.11158,1.06708,-169.94131,13.800527,-66.00645,0.007800132,0.83509684,-0.5298263,0.14777198
0.316102,-0.088755,-0.95141697,-75.91499,-35.638752,-35.603745,0.087220006,-0.10038,1.05434,-170.9235,11.320095,-63.048573,0.015712602,0.8496834,-0.5120274,0.12497634
0.316102,-0.088755,-0.95141697,-75.91499,-35.638752,-35.603745,0.093380004,-0.08008,1.06064,-171.34395,11.270787,-60.753586,0.015276155,0.85984814,-0.49541205,0.12245311
0.142252,0.004087,-0.987041,-57.128746,-48.378746,-24.386248,0.11158,-0.05418,1.04678,-176.8024,5.1393642,-58.09073,0.002608498,0.8736238,-0.4837313,0.052712742
0.22179599,0.025742,-0.989176,-43.338745,-38.893745,-16.1875,0.112560004,-0.044800002,1.05476,-173.65063,4.311154,-56.99549,0.030717101,0.87786007,-0.47422418,0.059409488
0.22179599,0.025742,-0.989176,-43.338745,-38.893745,-16.1875,0.12306,-0.03206,1.0469201,-174.1872,5.2679844,-55.741074,0.023320232,0.8830255,-0.4643208,0.06425088
0.168787,0.025558999,-0.97837895,-22.65375,-14.88375,-2.1874998,0.11648,-0.0343,1.0448201,-175.44453,5.139879,-54.86346,0.014598582,0.88678813,-0.4582827,0.05805677
0.168787,0.025558999,-0.97837895,-22.65375,-14.88375,-2.1874998,0.120120004,-0.0343,1.05112,-175.43181,4.914856,-54.10591,0.015975615,0.8898378,-0.45251268,0.05626509
0.19562699,0.038064,-0.991555,-8.391249,-4.7687497,1.0937499,0.122360006,-0.02912,1.05056,-174.44646,5.7981005,-53.48486,0.020475911,0.8919508,-0.44668883,0.066884875
0.176778,0.022997,-1.001254,-5.4599996,-1.4525,-0.49875,0.12348,-0.02912,1.04902,-175.54619,6.4057107,-52.627033,0.010028211,0.8952682,-0.44031003,0.067241885
0.176778,0.022997,-1.001254,-5.4599996,-1.4525,-0.49875,0.12348,-0.02562,1.04314,-175.55908,6.395792,-51.818325,0.010439373,0.89835733,-0.4339936,0.06704303
0.188246,0.026046999,-0.99307996,-5.9412494,-0.48125,-0.42874998,0.126,-0.026320001,1.0458,-175.08145,6.7023373,-51.030857,0.01350115,0.90117675,-0.42735782,0.07115746
0.188246,0.026046999,-0.99307996,-5.9412494,-0.48125,-0.42874998,0.11956,-0.02716,1.0420201,-175.04155,6.8935313,-50.217457,0.013610794,0.90412366,-0.42081842,0.07271135
0.196054,0.02806,-0.993141,-4.4275,-0.08749999,1.4087499,0.12726,-0.0238,1.04818,-174.94797,7.2918873,-49.40709,0.01340826,0.9069339,-0.41412595,0.076096825
0.196054,0.02806,-0.993141,-4.4275,-0.08749999,1.4087499,0.12166,-0.02786,1.0472001,-174.85793,7.397677,-48.602898,0.014275551,0.9097698,-0.4076293,0.0771589
0.185013,0.035563,-0.995581,-4.8824997,1.5574999,0.63874996,0.12362,-0.02758,1.05042,-175.01251,7.019245,-47.718353,0.014979441,0.9130401,-0.40091327,0.07349822
0.168909,0.030317,-0.993141,-6.4749994,1.4087499,-1.0849999,0.1253,-0.02366,1.04468,-175.67828,6.713868,-46.816376,0.011295887,0.9163489,-0.3942892,0.06865225
0.168909,0.030317,-0.993141,-6.4749994,1.4087499,-1.0849999,0.12544,-0.02604,1.0437,-175.64006,6.558122,-46.033207,0.012604309,0.9190704,-0.38807273,0.06745612
0.17995,0.029523998,-0.991982,-3.5962498,0.13125,2.1349998,0.11956,-0.028140001,1.04846,-175.35214,6.9167266,-45.436398,0.014057264,0.92092305,-0.3829225,0.07122872
0.17995,0.029523998,-0.991982,-3.5962498,0.13125,2.1349998,0.12138,-0.02408,1.04832,-175.47125,7.1567864,-44.765137,0.012714462,0.9230776,-0.37746975,0.07268272
0.17873,0.028365,-0.991372,-2.5287497,0.8924999,2.905,0.121240005,-0.024640001,1.05574,-175.54527,7.2796645,-44.12485,0.012118626,0.92513365,-0.37228903,0.073360115
0.186965,0.009699,-0.994666,1.3825,0.50749993,4.2,0.11382,-0.02114,1.05028,-175.96707,8.164369,-43.606636,0.006162519,0.92646563,-0.36792424,0.07908985
0.186965,0.009699,-0.994666,1.3825,0.50749993,4.2,0.114520006,-0.02296,1.05574,-175.95738,8.331877,-43.057114,0.006082029,0.9281399,-0.36338407,0.080444194
0.182024,0.017934,-1.002413,6.5975,1.1637499,7.0349994,0.112,-0.0259,1.05196,-175.96765,8.114682,-42.570293,0.007030648,0.9297783,-0.3595563,0.07862669
0.182024,0.017934,-1.002413,6.5975,1.1637499,7.0349994,0.096880004,-0.02576,1.06064,-175.8033,8.029023,-42.19568,0.008892934,0.93097657,-0.35644615,0.07842003
0.143289,-0.052704,-0.908717,17.692497,4.9175,9.77375,0.0721,-0.024640001,1.06428,-178.53601,9.578967,-42.064148,-0.018080521,0.93042743,-0.35661256,0.08249504
0.17732699,-0.152134,-0.987834,59.5175,10.6050005,24.963749,0.05068,-0.03262,1.0686201,178.74768,13.823246,-42.504444,-0.053727955,0.92468905,-0.3610443,0.108215354
0.17732699,-0.152134,-0.987834,59.5175,10.6050005,24.963749,0.0357,-0.044660002,1.071,179.22244,15.098479,-43.2203,-0.054637756,0.92130333,-0.36591747,0.11966366
0.191662,-0.227286,-0.927749,57.137497,9.353749,28.8575,0.01596,-0.04228,1.07646,177.79095,18.462421,-43.997395,-0.07772069,0.91385597,-0.37253273,0.14158447
0.191662,-0.227286,-0.927749,57.137497,9.353749,28.8575,-0.00966,-0.05138,1.08444,178.43202,19.651646,-45.144333,-0.07794794,0.9088701,-0.38033697,0.1523912
0.20837599,-0.314455,-0.872727,57.198746,18.92625,32.541245,-0.03444,-0.056840003,1.08066,177.26703,24.031395,-46.471134,-0.10353905,0.8965441,-0.390321,0.18203802
0.20837599,-0.314455,-0.872727,57.198746,18.92625,32.541245,-0.078260005,-0.057260003,1.08206,178.32892,25.608606,-48.371708,-0.10375984,0.8881182,-0.40241542,0.19632076
0.182329,-0.40522298,-0.820023,85.715,21.28875,32.882496,-0.1141,-0.07518,1.07646,175.58725,30.01265,-50.177505,-0.14338623,0.8698915,-0.4182856,0.21855508
0.115717,-0.603839,-0.71644497,111.70249,25.873749,44.502495,-0.16086,-0.077,1.06792,167.77567,40.350674,-52.600872,-0.24154262,0.82042176,-0.44644845,0.26315212
0.115717,-0.603839,-0.71644497,111.70249,25.873749,44.502495,-0.20216,-0.0812,1.04874,171.78607,44.24333,-59.177505,-0.24315849,0.7901925,-0.47970095,0.29386532
0.197762,-0.79214597,-0.61219597,143.20248,28.8575,68.69625,-0.26180002,-0.0889,1.0248001,177.81273,56.923138,-68.69875,-0.2827027,0.7205618,-0.5034617,0.38392213
0.197762,-0.79214597,-0.61219597,143.20248,28.8575,68.69625,-0.30114,-0.08764,1.0078601,-174.8172,59.696957,-79.29814,-0.28706017,0.6815025,-0.53554595,0.40784952
0.141703,-0.920734,-0.596702,141.3825,29.539999,70.95374,-0.32004002,-0.0819,0.98308,-168.13585,62.680965,-91.41011,-0.3086432,0.6317376,-0.5705065,0.4244634
0.119743,-0.96014,-0.48092398,98.11374,18.83875,44.852497,-0.34846002,-0.08274,0.96908003,-156.8564,65.111145,-106.041405,-0.31943533,0.5829345,-0.5947118,0.4521795
0.119743,-0.96014,-0.48092398,98.11374,18.83875,44.852497,-0.36176002,-0.08218,0.95298004,-148.48715,64.52452,-116.47634,-0.31593034,0.5516404,-0.61566097,0.4656634
0.091561,-0.95190495,-0.404613,62.772495,12.696249,24.351248,-0.37226,-0.075040005,0.94934005,-141.68219,63.977646,-124.99052,-0.31530154,0.5242085,-0.63032705,0.47799382
0.091561,-0.95190495,-0.404613,62.772495,12.696249,24.351248,-0.38178,-0.07336,0.9247,-137.35802,62.662582,-130.35327,-0.30925685,0.5056529,-0.642822,0.48523727
0.105347,-0.988871,-0.372039,45.43875,8.365,9.07375,-0.3899,-0.07196,0.92288005,-132.6727,61.92868,-134.67659,-0.30225784,0.49316353,-0.6451884,0.49916106
0.084058,-1.009428,-0.38369,19.284998,3.64875,-5.5737495,-0.39284,-0.077,0.91588,-132.98236,60.786583,-135.24855,-0.29802766,0.48772523,-0.65459794,0.4947778
0.084058,-1.009428,-0.38369,19.284998,3.64875,-5.5737495,-0.39326,-0.0805,0.92176,-132.63934,60.135296,-136.01755,-0.29529282,0.48337388,-0.65954673,0.49411532
0.16409,-1.044137,-0.486597,-12.337499,1.1025,-12.993749,-0.36974,-0.08862,0.94640005,-137.32025,57.012234,-129.47166,-0.26553106,0.50639665,-0.66610324,0.47891775
0.16409,-1.044137,-0.486597,-12.337499,1.1025,-12.993749,-0.34006,-0.0952,0.97538,-140.12949,56.536217,-126.13002,-0.26089472,0.5190115,-0.6650031,0.46939513
0.212585,-0.93744797,-0.56998396,-96.59124,-8.4,-46.331245,-0.29666,-0.10136,1.00814,-148.51956,51.04824,-115.55099,-0.22031294,0.5620373,-0.67244565,0.42824438
0.212585,-0.93744797,-0.56998396,-96.59124,-8.4,-46.331245,-0.22162001,-0.10724001,1.05616,-154.0958,50.930775,-109.30294,-0.22470269,0.5876552,-0.6619127,0.4074821
0.23058,-0.744444,-0.640927,-173.54749,-26.801249,-72.96625,-0.15834,-0.1092,1.06722,-161.66139,42.494343,-98.9949,-0.17557223,0.64150894,-0.662129,0.345291
0.23436199,-0.505507,-0.830942,-207.26999,-32.15625,-82.845,-0.100940004,-0.11242,1.08122,-167.6864,28.805874,-90.579765,-0.102672584,0.6964374,-0.6656008,0.24780807
0.23436199,-0.505507,-0.830942,-207.26999,-32.15625,-82.845,-0.044800002,-0.10304,1.08052,-170.75957,24.28181,-85.92311,-0.08523731,0.7246636,-0.6517017,0.20707986
0.327021,-0.280905,-0.925004,-189.72624,-18.777498,-74.261246,0.02296,-0.102620006,1.08066,-168.24329,14.395886,-80.76267,-0.00334887,0.760086,-0.62961096,0.16077352
0.327021,-0.280905,-0.925004,-189.72624,-18.777498,-74.261246,0.05488,-0.09268,1.0683401,-169.57402,13.803224,-77.37622,-0.004395562,0.7785236,-0.6094625,0.14979008
0.20599699,-0.091194995,-0.876997,-150.50873,-14.384999,-65.73,0.07952,-0.07728,1.06792,-172.6343,6.8100085,-73.30642,0.016058316,0.80147076,-0.59162503,0.08582872
0.223077,-0.012261,-0.90072596,-94.368744,-33.276245,-41.501247,0.102340005,-0.06244,1.07044,-172.68039,3.8636422,-70.734985,0.03255051,0.81457627,-0.57555515,0.06435948
0.223077,-0.012261,-0.90072596,-94.368744,-33.276245,-41.501247,0.11494,-0.05586,1.05322,-172.94116,3.9700608,-68.61546,0.03133378,0.8251627,-0.56046957,0.06323509
0.191357,0.013785999,-0.98942,-49.839996,-25.208748,-17.42125,0.122080006,-0.03668,1.05392,-175.03564,4.059203,-67.092804,0.0165195,0.8329818,-0.550469,0.05340702
0.191357,0.013785999,-0.98942,-49.839996,-25.208748,-17.42125,0.1337,-0.030800002,1.05042,-175.11981,3.8421476,-65.67968,0.017588096,0.8397301,-0.54029727,0.05121496
0.197091,0.063989,-0.994666,-32.961246,-19.783749,-10.254999,0.14140001,-0.026740002,1.0521001,-174.26633,2.8493972,-64.32518,0.02910785,0.84588206,-0.53044057,0.04763716
0.153354,0.064843,-0.979294,-22.496248,-11.9175,-6.9037495,0.13804,-0.01932,1.05434,-175.7057,2.7813478,-63.122597,0.019220626,0.8517075,-0.5221141,0.040269304
0.153354,0.064843,-0.979294,-22.496248,-11.9175,-6.9037495,0.14266,-0.01904,1.04048,-175.66936,2.5056472,-62.04857,0.021109538,0.8565581,-0.51420236,0.03819181
0.16543199,0.098698,-0.979782,-13.063749,-0.22749998,-5.1274996,0.14532,-0.020720001,1.0486001,-174.33318,2.0202754,-60.9755,0.033657525,0.86099255,-0.5059041,0.04024896
0.16543199,0.098698,-0.979782,-13.063749,-0.22749998,-5.1274996,0.14224,-0.01764,1.04608,-174.39418,2.5208342,-59.85071,0.031410147,0.8659664,-0.49722177,0.043430258
0.188978,0.082777,-1.006073,-4.1649995,-0.65625,0.9187499,0.13902001,-0.01988,1.04706,-174.14917,3.9050686,-59.019764,0.027628293,0.86948854,-0.49013296,0.05473714
0.188978,0.082777,-1.006073,-4.1649995,-0.65625,0.9187499,0.13734001,-0.016520001,1.04636,-174.16904,4.2661767,-58.00421,0.026430992,0.87378246,-0.48222294,0.057154562
0.159698,0.053069998,-0.9943,-3.9987497,1.2425,-0.14,0.13748,-0.018480001,1.04608,-175.63484,4.8079367,-56.99227,0.013443142,0.87820095,-0.4749299,0.054990258
0.154757,0.053436,-0.98130697,-0.34999996,0.90124995,0.85749996,0.13440001,-0.01988,1.0413201,-175.63387,4.5379877,-56.139286,0.014969618,0.8817542,-0.4685036,0.052818965
0.154757,0.053436,-0.98130697,-0.34999996,0.90124995,0.85749996,0.13664,-0.021,1.0448201,-175.64865,4.5625043,-55.315933,0.015135202,0.8850959,-0.4621517,0.052839532
0.157136,0.058498997,-1.0011929,5.8449993,2.1,2.5812497,0.122640006,-0.01792,1.0455201,-175.48999,4.6020656,-54.632286,0.016520655,0.88780904,-0.45677128,0.053686757
0.157136,0.058498997,-1.0011929,5.8449993,2.1,2.5812497,0.11382,-0.020580001,1.05994,-175.32199,4.599204,-54.004925,0.018131,0.89027125,-0.45182607,0.054235827
0.184708,-0.029707,-0.963434,20.054998,6.5537496,7.7612495,0.09324,-0.022540001,1.06092,-176.15617,8.644518,-53.922295,-0.004343469,0.88942516,-0.44958952,0.08229922
0.13786,-0.024034,-0.919941,54.319996,17.937498,17.465,0.061460003,-0.03108,1.0641401,-177.15906,9.249969,-53.89822,-0.014506358,0.88913965,-0.4498026,0.08305334
0.13786,-0.024034,-0.919941,54.319996,17.937498,17.465,0.03136,-0.0329,1.07268,-176.69066,9.19389,-54.06922,-0.010775928,0.88854843,-0.4508162,0.08444109
0.21209699,-0.330376,-0.78531396,99.627495,18.812498,38.079998,-0.03108,-0.044940002,1.0824801,178.3755,24.857967,-55.185043,-0.1119491,0.863993,-0.45498368,0.18431878
0.21209699,-0.330376,-0.78531396,99.627495,18.812498,38.079998,-0.10598,-0.061180003,1.07408,-179.57967,29.511948,-57.191254,-0.118791856,0.84950334,-0.46201617,0.2253302
0.158661,-0.556503,-0.759938,176.68875,36.96875,72.09999,-0.16632001,-0.07588,1.0598,173.81432,40.884964,-59.889233,-0.21789433,0.8013494,-0.48337454,0.27696612
0.239303,-0.759938,-0.669292,171.52623,41.658745,63.463745,-0.2072,-0.08568,1.0448201,178.52763,54.71538,-67.05027,-0.2632995,0.7370826,-0.4954121,0.37676185
0.239303,-0.759938,-0.669292,171.52623,41.658745,63.463745,-0.25774002,-0.095060006,1.02102,-175.71178,57.90628,-75.47056,-0.27017507,0.7026035,-0.5208237,0.40261182
0.23546,-0.866566,-0.597678,162.71498,57.653748,61.337498,-0.3073,-0.101500005,0.98994005,-166.0078,62.22534,-88.14926,-0.28183445,0.65428907,-0.5458846,0.44100463
0.23546,-0.866566,-0.597678,162.71498,57.653748,61.337498,-0.33292,-0.1106,0.96768004,-157.03802,62.989338,-99.386955,-0.2806338,0.61984503,-0.5699804,0.46060747
0.22722499,-0.914451,-0.45872,122.32499,43.697495,39.0775,-0.36162,-0.1197,0.95018005,-145.29297,64.3414,-112.67289,-0.2830359,0.58003014,-0.5844206,0.4918418
0.22722499,-0.914451,-0.45872,122.32499,43.697495,39.0775,-0.38346002,-0.12488,0.93814003,-138.25958,63.40431,-120.97606,-0.27800936,0.5545285,-0.599604,0.50565207
0.203862,-0.97197396,-0.383934,79.04749,28.568748,17.981249,-0.39200002,-0.12824,0.91196,-131.96942,62.96372,-128.74141,-0.27996317,0.52857256,-0.61040896,0.51926154
0.188063,-1.018639,-0.38039598,46.01625,8.98625,17.211248,-0.39592,-0.12362,0.91224,-130.74507,62.061104,-131.89462,-0.28237748,0.51364356,-0.62375754,0.5170683
0.188063,-1.018639,-0.38039598,46.01625,8.98625,17.211248,-0.39354002,-0.11788,0.92260003,-129.77052,61.272484,-133.65904,-0.2805006,0.5053802,-0.6311328,0.517283
0.206912,-1.044686,-0.38186,11.278749,2.9837499,9.099999,-0.3871,-0.117740005,0.92442,-130.43863,60.09134,-132.7462,-0.27106792,0.50725037,-0.6359303,0.5145987
0.206912,-1.044686,-0.38186,11.278749,2.9837499,9.099999,-0.3745,-0.12684001,0.938,-130.91344,59.87668,-132.33604,-0.26982605,0.508131,-0.63729316,0.5126932
0.243817,-1.014613,-0.500871,-37.703747,-6.1249995,-9.038749,-0.34636,-0.12572001,0.96194005,-139.2278,56.205402,-123.34089,-0.2428509,0.5368143,-0.6499581,0.48000878
0.273646,-0.892491,-0.563335,-114.572495,-18.943748,-44.10875,-0.29386002,-0.12894,1.00674,-148.6544,49.994152,-111.82811,-0.1997449,0.5835972,-0.6587357,0.4307943
0.273646,-0.892491,-0.563335,-114.572495,-18.943748,-44.10875,-0.23856,-0.13706,1.04062,-153.4062,49.355858,-106.191505,-0.19941811,0.6077969,-0.6494662,0.41110697
0.304329,-0.693204,-0.694485,-181.46623,-29.408747,-75.284996,-0.17808,-0.13664,1.0535,-160.23952,39.22785,-95.99341,-0.13758625,0.6637985,-0.65106267,0.34140736
0.304329,-0.693204,-0.694485,-181.46623,-29.408747,-75.284996,-0.10486,-0.13468,1.07618,-164.55472,37.807354,-90.32863,-0.13802308,0.6918698,-0.6341038,0.31650937
0.306647,-0.457256,-0.781044,-189.69998,-23.379997,-87.884995,-0.05418,-0.13132,1.0796801,-166.6576,27.205002,-83.31916,-0.07091139,0.7393957,-0.6212723,0.24957207
0.258152,-0.223077,-0.839238,-169.82874,-24.639997,-82.36375,-0.0035,-0.12628001,1.07856,-169.39915,15.590318,-77.29305,-0.012860208,0.7783125,-0.6063117,0.16263549
0.258152,-0.223077,-0.839238,-169.82874,-24.639997,-82.36375,0.04648,-0.11214,1.07646,-171.15291,12.8726,-73.48354,-0.005441937,0.799089,-0.5857399,0.13540973
0.231922,-0.080154,-0.879986,-130.31375,-38.289997,-64.54,0.07238,-0.09002,1.06638,-172.16985,6.916341,-69.70889,0.02153522,0.81955445,-0.56574214,0.0883326
0.231922,-0.080154,-0.879986,-130.31375,-38.289997,-64.54,0.09464,-0.082040004,1.06582,-172.66081,6.1737823,-66.93458,0.023678137,0.83318317,-0.54665655,0.08007366
0.266753,-0.029768,-0.91054696,-89.923744,-31.989998,-45.99,0.11606,-0.067480005,1.05126,-171.4653,6.391446,-64.57069,0.033114657,0.84395945,-0.52832013,0.08668121
0.266753,-0.029768,-0.91054696,-89.923744,-31.989998,-45.99,0.13440001,-0.053060003,1.04706,-172.0992,7.461991,-62.01811,0.025478043,0.85554683,-0.50901794,0.09105639
0.18598899,0.054351,-0.963983,-72.40624,-36.496246,-34.08125,0.14714001,-0.0385,1.04594,-174.55003,3.252398,-59.089706,0.027365524,0.8693015,-0.491175,0.048094418
0.191296,0.13743299,-0.97166896,-43.0675,-21.358747,-14.874999,0.15078,-0.037800003,1.0353,-172.41791,0.5028985,-57.317345,0.05591718,0.8757029,-0.4782821,0.035551723
